enfaixar	enfaixar	V;SUBJ;FUT;3;SG	-
cometter	cometter	V;NFIN	-
cometter	cometter	V;1;SG;NFIN	-
cometter	cometteres	V;NFIN|2;SG	cometter|eres
cometter	cometter	V;3;SG;NFIN	-
cometter	comettermos	V;NFIN|1;PL	cometter|ermos
cometter	cometterdes	V;NFIN|2;PL	cometter|erdes
cometter	cometterem	V;NFIN|3;PL	cometter|erem
cometter	comettido	V|V.PTCP;PST;MASC;SG	cometter|ido
cometter	comettidos	V|V.PTCP;PST|MASC;PL	cometter|ido|s
cometter	comettida	V|V.PTCP;PST|FEM;SG	cometter|ido|a
cometter	comettidas	V|V.PTCP;PST|FEM|PL	cometter|ido|a|s
cometter	cometto	V|IND;PRS;1;SG	cometter|o
cometter	comettes	V|IND;PRS;2;SG	cometter|es
cometter	comette	V|IND;PRS;3;SG	cometter|e
cometter	comettemos	V|IND;PRS;1;PL	cometter|emos
cometter	cometteis	V|IND;PRS;2;PL	cometter|eis
cometter	comettem	V|IND;PRS;3;PL	cometter|em
cometter	comettia	V|IND;PST;IPFV;1;SG	cometter|ia
cometter	comettias	V|IND;PST;IPFV;2;SG	cometter|ias
cometter	comettia	V|IND;PST;IPFV;3;SG	cometter|ia
cometter	comettíamos	V|IND;PST;IPFV;1;PL	cometter|íamos
cometter	comettíeis	V|IND;PST;IPFV;2;PL	cometter|íeis
cometter	comettiam	V|IND;PST;IPFV;3;PL	cometter|iam
cometter	cometti	V|IND;PST;PFV;1;SG	cometter|i
cometter	cometteste	V|IND;PST;PFV;2;SG	cometter|este
cometter	cometteu	V|IND;PST;PFV;3;SG	cometter|eu
cometter	comettemos	V|IND;PST;PFV;1;PL	cometter|emos
cometter	comettestes	V|IND;PST;PFV;2;PL	cometter|estes
cometter	cometteram	V|IND;PST;PFV;3;PL	cometter|eram
cometter	comettera	V|IND;PST;PRF;1;SG	cometter|era
cometter	cometteras	V|IND;PST;PRF;2;SG	cometter|eras
cometter	comettera	V|IND;PST;PRF;3;SG	cometter|era
cometter	comettêramos	V|IND;PST;PRF;1;PL	cometter|êramos
cometter	comettêreis	V|IND;PST;PRF;2;PL	cometter|êreis
cometter	cometteram	V|IND;PST;PRF;3;PL	cometter|eram
cometter	cometterei	V|IND;FUT;1;SG	cometter|erei
cometter	cometterás	V|IND;FUT;2;SG	cometter|erás
cometter	cometterá	V|IND;FUT;3;SG	cometter|erá
cometter	cometteremos	V|IND;FUT;1;PL	cometter|eremos
cometter	comettereis	V|IND;FUT;2;PL	cometter|ereis
cometter	cometterão	V|IND;FUT;3;PL	cometter|erão
cometter	cometteria	V|COND;1;SG	cometter|eria
cometter	cometterias	V|COND;2;SG	cometter|erias
cometter	cometteria	V|COND;3;SG	cometter|eria
cometter	cometteríamos	V|COND;1;PL	cometter|eríamos
cometter	cometteríeis	V|COND;2;PL	cometter|eríeis
cometter	cometteriam	V|COND;3;PL	cometter|eriam
cometter	cometta	V|SBJV;PRS;1;SG	cometter|a
cometter	comettas	V|SBJV;PRS;2;SG	cometter|as
cometter	cometta	V|SBJV;PRS;3;SG	cometter|a
cometter	comettamos	V|SBJV;PRS;1;PL	cometter|amos
cometter	comettais	V|SBJV;PRS;2;PL	cometter|ais
cometter	comettam	V|SBJV;PRS;3;PL	cometter|am
cometter	comettesse	V|SBJV;PST;IPFV;1;SG	cometter|esse
cometter	comettesses	V|SBJV;PST;IPFV;2;SG	cometter|esses
cometter	comettesse	V|SBJV;PST;IPFV;3;SG	cometter|esse
cometter	comettêssemos	V|SBJV;PST;IPFV;1;PL	cometter|êssemos
cometter	comettêsseis	V|SBJV;PST;IPFV;2;PL	cometter|êsseis
cometter	comettessem	V|SBJV;PST;IPFV;3;PL	cometter|essem
cometter	cometter	V;SUBJ;FUT;1;SG	-
cometter	cometteres	V|SUBJ;FUT;2;SG	cometter|eres
cometter	cometter	V;SUBJ;FUT;3;SG	-
cometter	comettermos	V|SUBJ;FUT;1;PL	cometter|ermos
cometter	cometterdes	V|SUBJ;FUT;2;PL	cometter|erdes
cometter	cometterem	V|SUBJ;FUT;3;PL	cometter|erem
cometter	comette	V|IMP;POS;2;SG	cometter|e
cometter	cometta	V|IMP;POS;3;SG	cometter|a
cometter	comettamos	V|IMP;POS;1;PL	cometter|amos
cometter	comettei	V|IMP;POS;2;PL	cometter|ei
cometter	comettam	V|IMP;POS;3;PL	cometter|am
retesar	retesar	V;NFIN	-
retesar	retesar	V;1;SG;NFIN	-
retesar	retesar	V;3;SG;NFIN	-
retesar	retesar	V;SUBJ;FUT;1;SG	-
retesar	retesar	V;SUBJ;FUT;3;SG	-
alevantar	alevantar	V;NFIN	-
alevantar	alevantar	V;1;SG;NFIN	-
alevantar	alevantar	V;3;SG;NFIN	-
alevantar	alevantar	V;SUBJ;FUT;1;SG	-
alevantar	alevantar	V;SUBJ;FUT;3;SG	-
cardar	cardar	V;NFIN	-
cardar	cardar	V;1;SG;NFIN	-
cardar	cardar	V;3;SG;NFIN	-
cardar	cardar	V;SUBJ;FUT;1;SG	-
cardar	cardar	V;SUBJ;FUT;3;SG	-
situar	situar	V;NFIN	-
situar	situar	V;1;SG;NFIN	-
situar	situar	V;3;SG;NFIN	-
situar	situar	V;SUBJ;FUT;1;SG	-
situar	situar	V;SUBJ;FUT;3;SG	-
escusar	escusar	V;NFIN	-
escusar	escusar	V;1;SG;NFIN	-
escusar	escusar	V;3;SG;NFIN	-
escusar	escusar	V;SUBJ;FUT;1;SG	-
escusar	escusar	V;SUBJ;FUT;3;SG	-
lobrigar	lobrigar	V;NFIN	-
lobrigar	lobrigar	V;1;SG;NFIN	-
lobrigar	lobrigar	V;3;SG;NFIN	-
lobrigar	lobrigar	V;SUBJ;FUT;1;SG	-
lobrigar	lobrigar	V;SUBJ;FUT;3;SG	-
sobressair	sobressair	V;NFIN	-
sobressair	sobressair	V;1;SG;NFIN	-
sobressair	sobressair	V;3;SG;NFIN	-
sobressair	sobressair	V;SUBJ;FUT;1;SG	-
sobressair	sobressair	V;SUBJ;FUT;3;SG	-
dialogar	dialogar	V;NFIN	-
dialogar	dialogar	V;1;SG;NFIN	-
dialogar	dialogar	V;3;SG;NFIN	-
dialogar	dialogar	V;SUBJ;FUT;1;SG	-
dialogar	dialogar	V;SUBJ;FUT;3;SG	-
relvar	relvar	V;NFIN	-
relvar	relvar	V;1;SG;NFIN	-
relvar	relvar	V;3;SG;NFIN	-
relvar	relvar	V;SUBJ;FUT;1;SG	-
relvar	relvar	V;SUBJ;FUT;3;SG	-
fingir	fingir	V;NFIN	-
fingir	fingir	V;1;SG;NFIN	-
fingir	fingir	V;3;SG;NFIN	-
fingir	fingir	V;SUBJ;FUT;1;SG	-
fingir	fingir	V;SUBJ;FUT;3;SG	-
perturbar	perturbar	V;NFIN	-
perturbar	perturbar	V;1;SG;NFIN	-
perturbar	perturbar	V;3;SG;NFIN	-
perturbar	perturbar	V;SUBJ;FUT;1;SG	-
perturbar	perturbar	V;SUBJ;FUT;3;SG	-
infiltrar	infiltrar	V;NFIN	-
infiltrar	infiltrar	V;1;SG;NFIN	-
infiltrar	infiltrar	V;3;SG;NFIN	-
infiltrar	infiltrar	V;SUBJ;FUT;1;SG	-
infiltrar	infiltrar	V;SUBJ;FUT;3;SG	-
sequestrar	sequestrar	V;NFIN	-
sequestrar	sequestrar	V;1;SG;NFIN	-
sequestrar	sequestrar	V;3;SG;NFIN	-
sequestrar	sequestrar	V;SUBJ;FUT;1;SG	-
sequestrar	sequestrar	V;SUBJ;FUT;3;SG	-
dragar	dragar	V;NFIN	-
dragar	dragar	V;1;SG;NFIN	-
dragar	dragar	V;3;SG;NFIN	-
dragar	dragar	V;SUBJ;FUT;1;SG	-
dragar	dragar	V;SUBJ;FUT;3;SG	-
arcar	arcar	V;NFIN	-
arcar	arcar	V;1;SG;NFIN	-
arcar	arcar	V;3;SG;NFIN	-
arcar	arcar	V;SUBJ;FUT;1;SG	-
arcar	arcar	V;SUBJ;FUT;3;SG	-
apoucar	apoucar	V;NFIN	-
apoucar	apoucar	V;1;SG;NFIN	-
apoucar	apoucar	V;3;SG;NFIN	-
apoucar	apoucar	V;SUBJ;FUT;1;SG	-
apoucar	apoucar	V;SUBJ;FUT;3;SG	-
degolar	degolar	V;NFIN	-
degolar	degolar	V;1;SG;NFIN	-
degolar	degolar	V;3;SG;NFIN	-
degolar	degolar	V;SUBJ;FUT;1;SG	-
degolar	degolar	V;SUBJ;FUT;3;SG	-
polinizar	polinizar	V;NFIN	-
polinizar	polinizar	V;1;SG;NFIN	-
polinizar	polinizar	V;3;SG;NFIN	-
polinizar	polinizar	V;SUBJ;FUT;1;SG	-
polinizar	polinizar	V;SUBJ;FUT;3;SG	-
arrecadar	arrecadar	V;NFIN	-
arrecadar	arrecadar	V;1;SG;NFIN	-
arrecadar	arrecadar	V;3;SG;NFIN	-
arrecadar	arrecadar	V;SUBJ;FUT;1;SG	-
arrecadar	arrecadar	V;SUBJ;FUT;3;SG	-
ataviar	ataviar	V;NFIN	-
ataviar	ataviar	V;1;SG;NFIN	-
ataviar	ataviar	V;3;SG;NFIN	-
ataviar	ataviar	V;SUBJ;FUT;1;SG	-
ataviar	ataviar	V;SUBJ;FUT;3;SG	-
empacotar	empacotar	V;NFIN	-
empacotar	empacotar	V;1;SG;NFIN	-
empacotar	empacotar	V;3;SG;NFIN	-
empacotar	empacotar	V;SUBJ;FUT;1;SG	-
empacotar	empacotar	V;SUBJ;FUT;3;SG	-
emendar	emendar	V;NFIN	-
emendar	emendar	V;1;SG;NFIN	-
emendar	emendar	V;3;SG;NFIN	-
emendar	emendar	V;SUBJ;FUT;1;SG	-
emendar	emendar	V;SUBJ;FUT;3;SG	-
maquiar	maquiar	V;NFIN	-
maquiar	maquiar	V;1;SG;NFIN	-
maquiar	maquiar	V;3;SG;NFIN	-
maquiar	maquiar	V;SUBJ;FUT;1;SG	-
maquiar	maquiar	V;SUBJ;FUT;3;SG	-
soer	soer	V;NFIN	-
soer	soer	V;1;SG;NFIN	-
soer	soer	V;3;SG;NFIN	-
soer	soer	V;SUBJ;FUT;1;SG	-
soer	soer	V;SUBJ;FUT;3;SG	-
saltar	saltar	V;NFIN	-
saltar	saltar	V;1;SG;NFIN	-
saltar	saltar	V;3;SG;NFIN	-
saltar	saltar	V;SUBJ;FUT;1;SG	-
saltar	saltar	V;SUBJ;FUT;3;SG	-
desvalorizar	desvalorizar	V;NFIN	-
desvalorizar	desvalorizar	V;1;SG;NFIN	-
desvalorizar	desvalorizar	V;3;SG;NFIN	-
desvalorizar	desvalorizar	V;SUBJ;FUT;1;SG	-
desvalorizar	desvalorizar	V;SUBJ;FUT;3;SG	-
estreitar	estreitar	V;NFIN	-
estreitar	estreitar	V;1;SG;NFIN	-
estreitar	estreitar	V;3;SG;NFIN	-
estreitar	estreitar	V;SUBJ;FUT;1;SG	-
estreitar	estreitar	V;SUBJ;FUT;3;SG	-
encampar	encampar	V;NFIN	-
encampar	encampar	V;1;SG;NFIN	-
encampar	encampar	V;3;SG;NFIN	-
encampar	encampar	V;SUBJ;FUT;1;SG	-
encampar	encampar	V;SUBJ;FUT;3;SG	-
formatar	formatar	V;NFIN	-
formatar	formatar	V;1;SG;NFIN	-
formatar	formatar	V;3;SG;NFIN	-
formatar	formatar	V;SUBJ;FUT;1;SG	-
formatar	formatar	V;SUBJ;FUT;3;SG	-
poluir	poluir	V;NFIN	-
poluir	poluir	V;1;SG;NFIN	-
poluir	poluir	V;3;SG;NFIN	-
poluir	poluir	V;SUBJ;FUT;1;SG	-
poluir	poluir	V;SUBJ;FUT;3;SG	-
redigitar	redigitar	V;NFIN	-
redigitar	redigitar	V;1;SG;NFIN	-
redigitar	redigitar	V;3;SG;NFIN	-
redigitar	redigitar	V;SUBJ;FUT;1;SG	-
redigitar	redigitar	V;SUBJ;FUT;3;SG	-
vergastar	vergastar	V;NFIN	-
vergastar	vergastar	V;1;SG;NFIN	-
vergastar	vergastar	V;3;SG;NFIN	-
vergastar	vergastar	V;SUBJ;FUT;1;SG	-
vergastar	vergastar	V;SUBJ;FUT;3;SG	-
contestar	contestar	V;NFIN	-
contestar	contestar	V;1;SG;NFIN	-
contestar	contestar	V;3;SG;NFIN	-
contestar	contestar	V;SUBJ;FUT;1;SG	-
contestar	contestar	V;SUBJ;FUT;3;SG	-
chiar	chiar	V;NFIN	-
chiar	chiar	V;1;SG;NFIN	-
chiar	chiar	V;3;SG;NFIN	-
chiar	chiar	V;SUBJ;FUT;1;SG	-
chiar	chiar	V;SUBJ;FUT;3;SG	-
louvar	louvar	V;NFIN	-
louvar	louvar	V;1;SG;NFIN	-
louvar	louvar	V;3;SG;NFIN	-
louvar	louvar	V;SUBJ;FUT;1;SG	-
louvar	louvar	V;SUBJ;FUT;3;SG	-
sepultar	sepultar	V;NFIN	-
sepultar	sepultar	V;1;SG;NFIN	-
sepultar	sepultar	V;3;SG;NFIN	-
sepultar	sepultar	V;SUBJ;FUT;1;SG	-
sepultar	sepultar	V;SUBJ;FUT;3;SG	-
zoar	zoar	V;NFIN	-
zoar	zoar	V;1;SG;NFIN	-
zoar	zoar	V;3;SG;NFIN	-
zoar	zoar	V;SUBJ;FUT;1;SG	-
zoar	zoar	V;SUBJ;FUT;3;SG	-
enforcar	enforcar	V;NFIN	-
enforcar	enforcar	V;1;SG;NFIN	-
enforcar	enforcar	V;3;SG;NFIN	-
enforcar	enforcar	V;SUBJ;FUT;1;SG	-
enforcar	enforcar	V;SUBJ;FUT;3;SG	-
vincular	vincular	V;NFIN	-
vincular	vincular	V;1;SG;NFIN	-
vincular	vincular	V;3;SG;NFIN	-
vincular	vincular	V;SUBJ;FUT;1;SG	-
vincular	vincular	V;SUBJ;FUT;3;SG	-
denotar	denotar	V;NFIN	-
denotar	denotar	V;1;SG;NFIN	-
denotar	denotar	V;3;SG;NFIN	-
denotar	denotar	V;SUBJ;FUT;1;SG	-
denotar	denotar	V;SUBJ;FUT;3;SG	-
pelejar	pelejar	V;NFIN	-
pelejar	pelejar	V;1;SG;NFIN	-
pelejar	pelejar	V;3;SG;NFIN	-
pelejar	pelejar	V;SUBJ;FUT;1;SG	-
pelejar	pelejar	V;SUBJ;FUT;3;SG	-
antitetizar	antitetizar	V;NFIN	-
antitetizar	antitetizar	V;1;SG;NFIN	-
antitetizar	antitetizares	V;NFIN|2;SG	antitetizar|ares
antitetizar	antitetizar	V;3;SG;NFIN	-
antitetizar	antitetizarmos	V;NFIN|1;PL	antitetizar|armos
antitetizar	antitetizardes	V;NFIN|2;PL	antitetizar|ardes
antitetizar	antitetizarem	V;NFIN|3;PL	antitetizar|arem
antitetizar	antitetizado	V|V.PTCP;PST;MASC;SG	antitetizar|ado
antitetizar	antitetizados	V|V.PTCP;PST|MASC;PL	antitetizar|ado|s
antitetizar	antitetizada	V|V.PTCP;PST|FEM;SG	antitetizar|ado|a
antitetizar	antitetizadas	V|V.PTCP;PST|FEM|PL	antitetizar|ado|a|s
antitetizar	antitetizo	V|IND;PRS;1;SG	antitetizar|o
antitetizar	antitetizas	V|IND;PRS;2;SG	antitetizar|as
antitetizar	antitetiza	V|IND;PRS;3;SG	antitetizar|a
antitetizar	antitetizamos	V|IND;PRS;1;PL	antitetizar|amos
antitetizar	antitetizais	V|IND;PRS;2;PL	antitetizar|ais
antitetizar	antitetizam	V|IND;PRS;3;PL	antitetizar|am
antitetizar	antitetizava	V|IND;PST;IPFV;1;SG	antitetizar|ava
antitetizar	antitetizavas	V|IND;PST;IPFV;2;SG	antitetizar|avas
antitetizar	antitetizava	V|IND;PST;IPFV;3;SG	antitetizar|ava
antitetizar	antitetizávamos	V|IND;PST;IPFV;1;PL	antitetizar|ávamos
antitetizar	antitetizáveis	V|IND;PST;IPFV;2;PL	antitetizar|áveis
antitetizar	antitetizavam	V|IND;PST;IPFV;3;PL	antitetizar|avam
antitetizar	antitetizei	V|IND;PST;PFV;1;SG	antitetizar|ei
antitetizar	antitetizaste	V|IND;PST;PFV;2;SG	antitetizar|aste
antitetizar	antitetizou	V|IND;PST;PFV;3;SG	antitetizar|ou
antitetizar	antitetizamos	V|IND;PST;PFV;1;PL	antitetizar|amos
antitetizar	antitetizastes	V|IND;PST;PFV;2;PL	antitetizar|astes
antitetizar	antitetizaram	V|IND;PST;PFV;3;PL	antitetizar|aram
antitetizar	antitetizara	V|IND;PST;PRF;1;SG	antitetizar|ara
antitetizar	antitetizaras	V|IND;PST;PRF;2;SG	antitetizar|aras
antitetizar	antitetizara	V|IND;PST;PRF;3;SG	antitetizar|ara
antitetizar	antitetizáramos	V|IND;PST;PRF;1;PL	antitetizar|áramos
antitetizar	antitetizáreis	V|IND;PST;PRF;2;PL	antitetizar|áreis
antitetizar	antitetizaram	V|IND;PST;PRF;3;PL	antitetizar|aram
antitetizar	antitetizarei	V|IND;FUT;1;SG	antitetizar|arei
antitetizar	antitetizarás	V|IND;FUT;2;SG	antitetizar|arás
antitetizar	antitetizará	V|IND;FUT;3;SG	antitetizar|ará
antitetizar	antitetizaremos	V|IND;FUT;1;PL	antitetizar|aremos
antitetizar	antitetizareis	V|IND;FUT;2;PL	antitetizar|areis
antitetizar	antitetizarão	V|IND;FUT;3;PL	antitetizar|arão
antitetizar	antitetizaria	V|COND;1;SG	antitetizar|aria
antitetizar	antitetizarias	V|COND;2;SG	antitetizar|arias
antitetizar	antitetizaria	V|COND;3;SG	antitetizar|aria
antitetizar	antitetizaríamos	V|COND;1;PL	antitetizar|aríamos
antitetizar	antitetizaríeis	V|COND;2;PL	antitetizar|aríeis
