vosear	vos|ear	suffix
bastante	bast|ante	suffix
berçário	berç|ário	suffix
descansar	des|cansar	prefix
viajante	viaj|ante	suffix
pentelho	pent|elho	suffix
cancioneiro	cancion|eiro	suffix
feitoria	feitor|ia	suffix
alquilar	alquil|ar	suffix
alquilar	alquil|ar	suffix
dinamarquês	dinamarqu|ês	suffix
supervisor	super|visor	prefix
destreza	destr|eza	suffix
chapar	chap|ar	suffix
descongelar	des|congelar	prefix
cooptar	co|optar	prefix
unicolor	uni|color	prefix
valorar	valor|ar	suffix
titular	titul|ar	suffix
gozar	goz|ar	suffix
cruzar	cruz|ar	suffix
varonil	varon|il	suffix
nitidez	nitid|ez	suffix
caneca	can|eca	suffix
organizador	organiza|dor	suffix
marinheiro	marinh|eiro	suffix
pedraria	pedr|aria	suffix
picante	pic|ante	suffix
cardiovascular	cardio|vascular	prefix
armada	arm|ada	suffix
intestinal	intestin|al	suffix
paulista	paul|ista	suffix
cruzado	cruz|ado	suffix
cruzeiro	cruz|eiro	suffix
Brasília	Brasíl|ia	suffix
trovoada	trovo|ada	suffix
amoroso	amor|oso	suffix
normalmente	normal|mente	suffix
campeonato	campeon|ato	suffix
carboidrato	carbo|idrato	prefix
fosfato	fosf|ato	suffix
multidimensional	multi|dimensional	prefix
pandeísmo	pan|deísmo	prefix
panteísta	pan|teísta	prefix
audiovisual	audio|visual	prefix
poderoso	poder|oso	suffix
brindar	brind|ar	suffix
neonatal	neo|natal	prefix
gigantesco	gigant|esco	suffix
atrial	atri|al	suffix
protease	prote|ase	suffix
brioso	bri|oso	suffix
telefónico	telefón|ico	suffix
telemarketing	tele|marketing	prefix
torcido	torc|ido	suffix
esperança	esper|ança	suffix
aeroporto	aero|porto	prefix
adrenalina	adrenal|ina	suffix
poluição	polui|ção	suffix
morango	mor|ango	suffix
portuense	portu|ense	suffix
encantar	en|cantar	prefix
aguardar	a|guardar	prefix
descuidar	des|cuidar	prefix
divorciar	divorci|ar	suffix
entrevistar	entrevist|ar	suffix
manejar	man|ejar	suffix
mencionar	mencion|ar	suffix
precisar	precis|ar	suffix
naturalismo	natural|ismo	suffix
desmontar	des|montar	prefix
regularidade	regular|idade	suffix
acometer	a|cometer	prefix
gorjear	gorj|ear	suffix
granjear	granj|ear	suffix
guerrear	guerr|ear	suffix
guisar	guis|ar	suffix
nivelar	nivel|ar	suffix
obsequiar	obsequi|ar	suffix
ocasionar	ocasion|ar	suffix
ornamentar	ornament|ar	suffix
oxidar	oxid|ar	suffix
parlamentar	parlament|ar	suffix
parodiar	parodi|ar	suffix
parcelar	parcel|ar	suffix
deslindar	des|lindar	prefix
piratear	pirat|ear	suffix
tornear	torn|ear	suffix
testar	test|ar	suffix
testar	test|ar	suffix
internar	intern|ar	suffix
legitimar	legitim|ar	suffix
vendar	vend|ar	suffix
anestesiar	anestesi|ar	suffix
asfaltar	asfalt|ar	suffix
asfixiar	asfixi|ar	suffix
atribular	a|tribular	prefix
bombear	bomb|ear	suffix
boxear	box|ear	suffix
armazenagem	armazen|agem	suffix
cabriolar	cabriol|ar	suffix
calibrar	calibr|ar	suffix
capacitar	capacit|ar	suffix
censurar	censur|ar	suffix
coexistir	co|existir	prefix
condicionar	condicion|ar	suffix
confinar	confin|ar	suffix
contagiar	contagi|ar	suffix
contrabandear	contraband|ear	suffix
copiar	copi|ar	suffix
costear	cost|ear	suffix
custodiar	custodi|ar	suffix
originar	origin|ar	suffix
orquestrar	orquestr|ar	suffix
perfilar	perfil|ar	suffix
predominar	pre|dominar	prefix
tenista	ten|ista	suffix
debitar	debit|ar	suffix
desabrochar	des|abrochar	prefix
desacelerar	des|acelerar	prefix
desalojar	des|alojar	prefix
desamparar	des|amparar	prefix
desanimar	des|animar	prefix
desarmar	des|armar	prefix
desatar	des|atar	prefix
desbloquear	des|bloquear	prefix
desencantar	des|encantar	prefix
desesperar	des|esperar	prefix
desgastar	des|gastar	prefix
desintegrar	des|integrar	prefix
desprender	des|prender	prefix
desregular	des|regular	prefix
desunir	des|unir	prefix
desvincular	des|vincular	prefix
distanciar	distanci|ar	suffix
documentar	document|ar	suffix
encerrar	en|cerrar	prefix
entornar	en|tornar	prefix
entusiasmar	entusiasm|ar	suffix
repartir	re|partir	prefix
esgrimir	esgrim|ir	suffix
esmaltar	esmalt|ar	suffix
condicionado	condicion|ado	suffix
etiquetar	etiquet|ar	suffix
evidenciar	evidenci|ar	suffix
crispado	crisp|ado	suffix
desalojado	desaloj|ado	suffix
desorientado	des|orientado	prefix
dividido	divid|ido	suffix
gracejar	grac|ejar	suffix
gracejo	grac|ejo	suffix
falsear	fals|ear	suffix
fertilizar	fertil|izar	suffix
festejar	fest|ejar	suffix
filmar	film|ar	suffix
filtrar	filtr|ar	suffix
frasear	fras|ear	suffix
golear	gol|ear	suffix
igualar	igual|ar	suffix
incendiar	incendi|ar	suffix
lacrar	lacr|ar	suffix
liquidar	liquid|ar	suffix
matricular	matricul|ar	suffix
modelar	model|ar	suffix
motivar	motiv|ar	suffix
premiar	premi|ar	suffix
velejar	vel|ejar	suffix
vaporizar	vapor|izar	suffix
rastrear	rastr|ear	suffix
ratear	rat|ear	suffix
reafirmar	re|afirmar	prefix
reajustar	re|ajustar	prefix
reavivar	re|avivar	prefix
rebobinar	re|bobinar	prefix
reconsiderar	re|considerar	prefix
redefinir	re|definir	prefix
reembolsar	re|embolsar	prefix
reformular	re|formular	prefix
refugiar	refugi|ar	suffix
reinstalar	re|instalar	prefix
relatar	relat|ar	suffix
rematar	re|matar	prefix
remediar	remedi|ar	suffix
remontar	re|montar	prefix
urbanizar	urban|izar	suffix
seteira	set|eira	suffix
retratar	retrat|ar	suffix
retroceder	retro|ceder	prefix
revisar	re|visar	prefix
serpentear	serpente|ar	suffix
silenciar	silenci|ar	suffix
sondar	sond|ar	suffix
sopesar	so|pesar	prefix
torpedear	torped|ear	suffix
torturar	tortur|ar	suffix
transitar	transit|ar	suffix
cachalote	cachal|ote	suffix
antipodal	antipod|al	suffix
dentista	dent|ista	suffix
publicitado	publicit|ado	suffix
abacateiro	abacat|eiro	suffix
amoreira	amor|eira	suffix
refugiado	refugi|ado	suffix
mangueira	mangu|eira	suffix
quiabeiro	quiab|eiro	suffix
tomateiro	tomat|eiro	suffix
bananeira	banan|eira	suffix
melancieira	melanci|eira	suffix
pepineiro	pepin|eiro	suffix
retardado	retard|ado	suffix
rodeado	rode|ado	suffix
separado	separ|ado	suffix
sobrenome	sobre|nome	prefix
aboboreira	abobor|eira	suffix
terrorista	terror|ista	suffix
atentar	a|tentar	prefix
zoologista	zoolog|ista	suffix
desfragmentar	des|fragmentar	prefix
boxeador	boxea|dor	suffix
motorista	motor|ista	suffix
azulado	azul|ado	suffix
azular	azul|ar	suffix
cossecante	co|ssecante	prefix
cosseno	co|sseno	prefix
cotangente	co|tangente	prefix
oceânico	oceân|ico	suffix
paleontologia	paleo|ntologia	prefix
paleontologista	paleontolog|ista	suffix
oceanologia	oceano|logia	suffix
catalisador	catalisa|dor	suffix
saudação	sauda|ção	suffix
caquizeiro	caquiz|eiro	suffix
macieira	maci|eira	suffix
pinheiro	pinh|eiro	suffix
seringueira	seringu|eira	suffix
cerejeira	cerej|eira	suffix
ecológico	ecológ|ico	suffix
sobretudo	sobre|tudo	prefix
pensativo	pensat|ivo	suffix
antinuclear	anti|nuclear	prefix
gastrointestinal	gastro|intestinal	prefix
camiseta	camis|eta	suffix
cubano	cub|ano	suffix
siciliano	sicili|ano	suffix
reordenar	re|ordenar	prefix
gerencial	gerenci|al	suffix
dantesco	dant|esco	suffix
orçamento	orça|mento	suffix
ansiosamente	ansiosa|mente	suffix
andorrano	andorr|ano	suffix
vaginalmente	vaginal|mente	suffix
verdura	verd|ura	suffix
misterioso	misteri|oso	suffix
matematicamente	matematica|mente	suffix
artista	art|ista	suffix
politicamente	politica|mente	suffix
sociologicamente	sociologica|mente	suffix
internacional	inter|nacional	prefix
encantador	encanta|dor	suffix
numeroso	numer|oso	suffix
nervoso	nerv|oso	suffix
esquiar	esqui|ar	suffix
anticlinal	anti|clinal	prefix
pernada	pern|ada	suffix
favela	fav|ela	suffix
casualmente	casual|mente	suffix
demagogia	demagog|ia	suffix
comunismo	comun|ismo	suffix
conformemente	conforme|mente	suffix
demasiado	demasi|ado	suffix
cumprimento	cumpri|mento	suffix
punitivo	puni|tivo	suffix
impreciso	im|preciso	prefix
impuro	im|puro	prefix
infinitamente	infinita|mente	suffix
insalubre	in|salubre	prefix
prever	pre|ver	prefix
intensivamente	intensiva|mente	suffix
internamento	interna|mento	suffix
interrogativamente	interrogativa|mente	suffix
intimamente	intima|mente	suffix
vigoroso	vigor|oso	suffix
intransigente	in|transigente	prefix
ventar	vent|ar	suffix
fechadura	fecha|dura	suffix
intuitivamente	intuitiva|mente	suffix
investimento	investi|mento	suffix
iraniano	iran|iano	suffix
ironicamente	ironica|mente	suffix
nevoso	nev|oso	suffix
realmente	real|mente	suffix
isolamento	isola|mento	suffix
idealismo	ideal|ismo	suffix
idealista	ideal|ista	suffix
idealmente	ideal|mente	suffix
legalmente	legal|mente	suffix
draconiano	dracon|iano	suffix
telecomando	tele|comando	prefix
carboxílico	carboxíl|ico	suffix
alcoolemia	alcool|emia	suffix
alcoolismo	alcool|ismo	suffix
impressionante	impression|ante	suffix
dipolo	di|polo	prefix
prudentemente	prudente|mente	suffix
automaticamente	automatica|mente	suffix
estupidez	estupid|ez	suffix
sacolão	sacol|ão	suffix
desenrascanço	desenrasc|anço	suffix
facilmente	facil|mente	suffix
principalmente	principal|mente	suffix
catedral	catedr|al	suffix
ambientalista	ambiental|ista	suffix
ideologicamente	ideologica|mente	suffix
gravemente	grave|mente	suffix
procedimento	procedi|mento	suffix
tecnologicamente	tecnologica|mente	suffix
civilmente	civil|mente	suffix
psicologicamente	psicologica|mente	suffix
desenvolver	des|envolver	prefix
macroeconomia	macro|economia	prefix
relativamente	relativa|mente	suffix
religiosamente	religiosa|mente	suffix
biomassa	bio|massa	prefix
unicamente	unica|mente	suffix
ecologicamente	ecologica|mente	suffix
fisicamente	fisica|mente	suffix
ternura	tern|ura	suffix
alsaciano	alsaci|ano	suffix
tridimensional	tri|dimensional	prefix
adorante	ador|ante	suffix
hipermercado	hiper|mercado	prefix
anteriormente	anterior|mente	suffix
montante	mont|ante	suffix
votante	vot|ante	suffix
magicamente	magica|mente	suffix
fenomenal	fenomen|al	suffix
ultimamente	ultima|mente	suffix
entrever	entre|ver	prefix
apostar	apost|ar	suffix
endocrinologia	endocrino|logia	suffix
eventualmente	eventual|mente	suffix
periodicamente	periodica|mente	suffix
siberiano	siberi|ano	suffix
magnanimamente	magnanima|mente	suffix
consumismo	consum|ismo	suffix
consumista	consum|ista	suffix
geneticamente	genetica|mente	suffix
definitivamente	definitiva|mente	suffix
discoteca	disco|teca	suffix
anatomicamente	anatomica|mente	suffix
absolutamente	absoluta|mente	suffix
suficientemente	suficiente|mente	suffix
diversamente	diversa|mente	suffix
geomorfologia	geo|morfologia	prefix
poeticamente	poetica|mente	suffix
metaforicamente	metaforica|mente	suffix
fluentemente	fluente|mente	suffix
lisura	lis|ura	suffix
autonomamente	autonoma|mente	suffix
misteriosamente	misteriosa|mente	suffix
distintamente	distinta|mente	suffix
analogamente	analoga|mente	suffix
drasticamente	drastica|mente	suffix
perpetuamente	perpetua|mente	suffix
necessariamente	necessaria|mente	suffix
continuamente	continua|mente	suffix
autenticamente	autentica|mente	suffix
manifestamente	manifesta|mente	suffix
modestamente	modesta|mente	suffix
genealogicamente	genealogica|mente	suffix
melodioso	melodi|oso	suffix
musicalmente	musical|mente	suffix
prematuramente	prematura|mente	suffix
anticonformista	anti|conformista	prefix
anticonformismo	anti|conformismo	prefix
fantasticamente	fantastica|mente	suffix
suavemente	suave|mente	suffix
finalista	final|ista	suffix
semifinalista	semifinal|ista	suffix
sinteticamente	sintetica|mente	suffix
fotovoltaico	foto|voltaico	prefix
metodologia	metodo|logia	suffix
metodologicamente	metodologica|mente	suffix
puramente	pura|mente	suffix
brevemente	breve|mente	suffix
abusivamente	abusiva|mente	suffix
rigoroso	rigor|oso	suffix
rigorosamente	rigorosa|mente	suffix
economicamente	economica|mente	suffix
chocante	choc|ante	suffix
reciprocamente	reciproca|mente	suffix
vulcanismo	vulcan|ismo	suffix
mentalmente	mental|mente	suffix
microbiologicamente	microbiologica|mente	suffix
astronave	astro|nave	prefix
maliano	mali|ano	suffix
anonimamente	anonima|mente	suffix
fotodiodo	foto|diodo	prefix
perfeccionista	perfeccion|ista	suffix
perfeccionismo	perfeccion|ismo	suffix
inteligentemente	inteligente|mente	suffix
sincronizar	sincron|izar	suffix
lareira	lar|eira	suffix
significativamente	significativa|mente	suffix
virtualmente	virtual|mente	suffix
refrigerante	refriger|ante	suffix
precisamente	precisa|mente	suffix
palhaço	palh|aço	suffix
prateleira	pratel|eira	suffix
teoricamente	teorica|mente	suffix
pesticida	pesti|cida	suffix
artificialmente	artificial|mente	suffix
contrariamente	contraria|mente	suffix
tecnicamente	tecnica|mente	suffix
permanganato	per|manganato	prefix
extraterrestre	extra|terrestre	prefix
propriamente	propria|mente	suffix
desfazer	des|fazer	prefix
negativamente	negativa|mente	suffix
aventurar	aventur|ar	suffix
angelical	angelic|al	suffix
riqueza	riqu|eza	suffix
encargo	encarg|o	suffix
alfabético	alfabét|ico	suffix
economista	econom|ista	suffix
progressivamente	progressiva|mente	suffix
típico	típ|ico	suffix
francamente	franca|mente	suffix
abertura	abert|ura	suffix
passivamente	passiva|mente	suffix
usualmente	usual|mente	suffix
frequentemente	frequente|mente	suffix
alteza	alt|eza	suffix
cronicamente	cronica|mente	suffix
metodicamente	metodica|mente	suffix
nervosismo	nervos|ismo	suffix
ritmicamente	ritmica|mente	suffix
bíblico	bíbl|ico	suffix
refrescante	refresc|ante	suffix
verbalmente	verbal|mente	suffix
incessantemente	incessante|mente	suffix
tipicamente	tipica|mente	suffix
rendimento	rendi|mento	suffix
verticalmente	vertical|mente	suffix
georgiano	georgi|ano	suffix
tipologia	tipo|logia	suffix
sinal	sin|al	suffix
finalizar	final|izar	suffix
profundamente	profunda|mente	suffix
corredor	corre|dor	suffix
nacionalismo	nacional|ismo	suffix
individualismo	individual|ismo	suffix
individualista	individual|ista	suffix
endotérmico	endo|térmico	prefix
patada	pat|ada	suffix
milissegundo	mili|ssegundo	prefix
respectivamente	respectiva|mente	suffix
firmeza	firm|eza	suffix
fermiónico	fermión|ico	suffix
antipartícula	anti|partícula	prefix
posteriormente	posterior|mente	suffix
culturalmente	cultural|mente	suffix
suprarrenal	supra|rrenal	prefix
exclusivamente	exclusiva|mente	suffix
sobrecarga	sobre|carga	prefix
desembarcar	des|embarcar	prefix
catastrófico	catastróf|ico	suffix
cartográfico	cartográf|ico	suffix
formalmente	formal|mente	suffix
administrativamente	administrativa|mente	suffix
regularmente	regular|mente	suffix
certeza	cert|eza	suffix
cruzada	cruz|ada	suffix
habitualmente	habitual|mente	suffix
colonialista	colonial|ista	suffix
ilegalmente	ilegal|mente	suffix
destacamento	destaca|mento	suffix
intensamente	intensa|mente	suffix
severamente	severa|mente	suffix
comerciante	comerci|ante	suffix
anogenital	ano|genital	prefix
sinceramente	sincera|mente	suffix
erroneamente	erronea|mente	suffix
chaveiro	chav|eiro	suffix
originalmente	original|mente	suffix
plenamente	plena|mente	suffix
meramente	mera|mente	suffix
assaltante	assalt|ante	suffix
temente	tem|ente	suffix
tecnológico	tecnológ|ico	suffix
firmemente	firme|mente	suffix
distintivo	distint|ivo	suffix
marmelada	marmel|ada	suffix
gentilmente	gentil|mente	suffix
purista	pur|ista	suffix
constitucionalismo	constitucional|ismo	suffix
reconquistar	re|conquistar	prefix
patriotismo	patriot|ismo	suffix
freneticamente	frenetica|mente	suffix
alameda	alam|eda	suffix
brutalmente	brutal|mente	suffix
eternamente	eterna|mente	suffix
especialista	especial|ista	suffix
sociológico	sociológ|ico	suffix
literalmente	literal|mente	suffix
tonelada	tonel|ada	suffix
merdoso	merd|oso	suffix
moralmente	moral|mente	suffix
originariamente	originaria|mente	suffix
submarino	sub|marino	prefix
tranquilizar	tranquil|izar	suffix
abastecer	a|bastecer	prefix
secessionista	secession|ista	suffix
socialmente	social|mente	suffix
francês	franc|ês	suffix
passeata	passe|ata	suffix
rumar	rum|ar	suffix
escolher	es|colher	prefix
avaliação	avalia|ção	suffix
barreira	barr|eira	suffix
almoçar	almoç|ar	suffix
poeirinha	poeir|inha	suffix
velhice	velh|ice	suffix
povoação	povoa|ção	suffix
laranjeira	laranj|eira	suffix
varão	var|ão	suffix
holandês	holand|ês	suffix
costumar	costum|ar	suffix
albanês	alban|ês	suffix
sociocultural	socio|cultural	prefix
regador	rega|dor	suffix
valoroso	valor|oso	suffix
prataria	prat|aria	suffix
prataria	prat|aria	suffix
natureza	natur|eza	suffix
assinatura	assina|tura	suffix
cavaleiro	caval|eiro	suffix
crença	cr|ença	suffix
arejar	ar|ejar	suffix
semanal	seman|al	suffix
galhada	galh|ada	suffix
desembalado	des|embalado	prefix
palmeira	palm|eira	suffix
fogão	fog|ão	suffix
zagueiro	zagu|eiro	suffix
julgador	julga|dor	suffix
rebuscar	re|buscar	prefix
fundamentalismo	fundamental|ismo	suffix
inventariar	inventari|ar	suffix
consumidor	consumi|dor	suffix
autobiografia	auto|biografia	prefix
estranhar	estranh|ar	suffix
caloroso	calor|oso	suffix
categoricamente	categorica|mente	suffix
confinamento	confina|mento	suffix
contagioso	contagi|oso	suffix
curiosamente	curiosa|mente	suffix
enormemente	enorme|mente	suffix
microclima	micro|clima	prefix
furtivamente	furtiva|mente	suffix
inconsciente	in|consciente	prefix
murar	mur|ar	suffix
milímetro	milí|metro	prefix
logicamente	logica|mente	suffix
esterilizar	esteril|izar	suffix
diametralmente	diametral|mente	suffix
eficazmente	eficaz|mente	suffix
caçador	caça|dor	suffix
admirador	admira|dor	suffix
australiano	australi|ano	suffix
cicloalcano	ciclo|alcano	prefix
cineticamente	cinetica|mente	suffix
ferromagnetismo	ferro|magnetismo	prefix
ricamente	rica|mente	suffix
felizmente	feliz|mente	suffix
adenocarcinoma	adeno|carcinoma	prefix
neutralizar	neutral|izar	suffix
simbologia	simbo|logia	suffix
civilizar	civil|izar	suffix
bocal	boc|al	suffix
domesticar	domestic|ar	suffix
homossexualidade	homo|ssexualidade	prefix
finlandês	finland|ês	suffix
teclado	tecl|ado	suffix
angolano	angol|ano	suffix
antiferromagnetismo	anti|ferromagnetismo	prefix
meteoroide	meteor|oide	suffix
meteorito	meteor|ito	suffix
criança	cri|ança	suffix
heterossexualidade	hetero|ssexualidade	prefix
bissexualidade	bi|ssexualidade	prefix
conotação	conota|ção	suffix
islandês	island|ês	suffix
quilograma	quilo|grama	prefix
fotografar	fotograf|ar	suffix
grosseiro	gross|eiro	suffix
incondicionalmente	incondicional|mente	suffix
dióxido	di|óxido	prefix
entusiasticamente	entusiastica|mente	suffix
preguiçoso	preguiç|oso	suffix
classificação	classifica|ção	suffix
isqueiro	isqu|eiro	suffix
feiticeiro	feitic|eiro	suffix
agrometeorologia	agro|meteorologia	prefix
anticiclone	anti|ciclone	prefix
toxicólogo	toxic|ólogo	suffix
riacho	ri|acho	suffix
aguar	agu|ar	suffix
alegremente	alegre|mente	suffix
calculador	calcula|dor	suffix
zerar	zer|ar	suffix
Somália	Somál|ia	suffix
segurança	segur|ança	suffix
automóvel	auto|móvel	prefix
preconceito	pre|conceito	prefix
duradouro	dura|douro	suffix
anaerobicamente	anaerobica|mente	suffix
aerobicamente	aerobica|mente	suffix
artisticamente	artistica|mente	suffix
doença	do|ença	suffix
fumaça	fum|aça	suffix
norueguês	noruegu|ês	suffix
situação	situa|ção	suffix
relacionamento	relaciona|mento	suffix
anglicismo	anglic|ismo	suffix
linfonodo	linfo|nodo	prefix
anticorpo	anti|corpo	prefix
autocarro	auto|carro	prefix
violinista	violin|ista	suffix
minucioso	minuci|oso	suffix
antifumo	anti|fumo	prefix
gelatinoso	gelatin|oso	suffix
desconfiar	des|confiar	prefix
morfologicamente	morfologica|mente	suffix
assustador	assusta|dor	suffix
pontuação	pontua|ção	suffix
ariano	ari|ano	suffix
nascimento	nasci|mento	suffix
chileno	chil|eno	suffix
ebanista	eban|ista	suffix
esférico	esfér|ico	suffix
antidotal	antidot|al	suffix
individualmente	individual|mente	suffix
cordialmente	cordial|mente	suffix
adrenocortical	adreno|cortical	prefix
farmacologicamente	farmacologica|mente	suffix
discretamente	discreta|mente	suffix
marcador	marca|dor	suffix
sexologia	sexo|logia	suffix
esteticamente	estetica|mente	suffix
alarmante	alarm|ante	suffix
positivamente	positiva|mente	suffix
genericamente	generica|mente	suffix
gregoriano	gregori|ano	suffix
oralmente	oral|mente	suffix
indistintamente	indistinta|mente	suffix
pesadelo	pesad|elo	suffix
geograficamente	geografica|mente	suffix
vigorosamente	vigorosa|mente	suffix
telefonicamente	telefonica|mente	suffix
sistematicamente	sistematica|mente	suffix
amnistiar	amnisti|ar	suffix
contrariar	contrari|ar	suffix
sensatamente	sensata|mente	suffix
educação	educa|ção	suffix
simultaneamente	simultanea|mente	suffix
informação	informa|ção	suffix
generosamente	generosa|mente	suffix
aritmeticamente	aritmetica|mente	suffix
radicalismo	radical|ismo	suffix
curativo	cura|tivo	suffix
ambilateral	ambi|lateral	prefix
presidenta	president|a	suffix
pornográfico	pornográf|ico	suffix
nigeriano	nigeri|ano	suffix
ufologia	ufo|logia	suffix
caducar	caduc|ar	suffix
comodamente	comoda|mente	suffix
resinoso	resin|oso	suffix
falsificador	falsifica|dor	suffix
abarticular	ab|articular	prefix
trapezoide	trapez|oide	suffix
cognitivamente	cognitiva|mente	suffix
banheiro	banh|eiro	suffix
apaticamente	apatica|mente	suffix
omnipresente	omni|presente	prefix
onipresença	oni|presença	prefix
omnipresença	omni|presença	prefix
desmentir	des|mentir	prefix
encomendar	en|comendar	prefix
remendar	re|mendar	prefix
ubiquidade	ubiqu|idade	suffix
estado-unidense	estado-unid|ense	suffix
prodigiosamente	prodigiosa|mente	suffix
ligação	liga|ção	suffix
espantoso	espant|oso	suffix
maneira	man|eira	suffix
localmente	local|mente	suffix
careca	car|eca	suffix
bruscamente	brusca|mente	suffix
sobremesa	sobre|mesa	prefix
coclear	cocle|ar	suffix
abano	a|bano	prefix
ocorrência	ocorr|ência	suffix
abismal	abism|al	suffix
aromático	arom|ático	suffix
refrigerador	refrigera|dor	suffix
coqueiro	coqu|eiro	suffix
abortista	abort|ista	suffix
abridor	abri|dor	suffix
abrigado	abrig|ado	suffix
abruptamente	abrupta|mente	suffix
comparecer	com|parecer	prefix
desagradecer	des|agradecer	prefix
desmerecer	des|merecer	prefix
digitalizar	digital|izar	suffix
especializar	especial|izar	suffix
generalizar	general|izar	suffix
hospitalizar	hospital|izar	suffix
ilegalizar	i|legalizar	prefix
industrializar	industrial|izar	suffix
nacionalizar	nacional|izar	suffix
